motif_id	gene_id	TF_description	motif_family	ath_gene_id	ath_alias
M01629	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M01629	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M01629	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01629	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M01629	Solyc12g042210.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3B398_CAPCH)	AP2	AT5G61890	AT5G61890
M01629	Solyc12g056590.2	Ethylene Response Factor D.2	AP2	AT5G50080	ERF110
M01630	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M01630	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M01630	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M01630	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M01630	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M01630	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M01630	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M01630	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M01630	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M01630	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M01630	Solyc03g005500.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT1G04370	ATERF14
M01630	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M01630	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M01630	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M01630	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M01630	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M01630	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M01630	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01630	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M01630	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M01630	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M01630	Solyc05g050790.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G2WT19_CAPBA)	AP2	AT2G44840	ATERF13
M01630	Solyc05g052030.1	ethylene response factor 4	AP2	AT5G07580	AT5G07580
M01630	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M01630	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01630	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M01630	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M01630	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M01630	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M01630	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01630	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M01630	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M01630	Solyc09g066350.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X630_CAPBA)	AP2	AT3G23230	AtERF98
M01630	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M01630	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M01630	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M01630	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M01630	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01630	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01630	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M01630	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M01630	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M01630	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M01631	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M01631	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M01631	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M01631	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M01631	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M01631	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M01631	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M01631	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M01631	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M01631	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M01631	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M01631	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M01631	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M01631	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01631	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M01631	Solyc05g050790.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G2WT19_CAPBA)	AP2	AT2G44840	ATERF13
M01631	Solyc05g052030.1	ethylene response factor 4	AP2	AT5G07580	AT5G07580
M01631	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M01631	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01631	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M01631	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M01631	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M01631	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01631	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01631	Solyc08g078180.1	Ethylene Response Factor A.1	AP2	AT4G17500	ATERF-1
M01631	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01631	Solyc09g066340.1	Ethylene-responsive transcription factor (AHRD V3.3 *-* A0A2G2X5X7_CAPBA)	AP2	AT1G04370	ATERF14
M01631	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M01631	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M01631	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M01631	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M01632	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M01632	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M01632	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M01632	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M01632	Solyc01g090300.2	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DF02_CAPCH)	AP2	AT2G44840	ATERF13
M01632	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M01632	Solyc01g090370.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XN61_CAPBA)	AP2	AT2G44840	ATERF13
M01632	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M01632	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M01632	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M01632	Solyc03g005500.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT1G04370	ATERF14
M01632	Solyc03g005520.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2WWE4_CAPBA)	AP2	AT3G23240	ATERF1
M01632	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M01632	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M01632	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M01632	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M01632	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M01632	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01632	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M01632	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M01632	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M01632	Solyc05g050790.3	Ethylene-responsive transcription factor 1 (AHRD V3.3 *** A0A2G2WT19_CAPBA)	AP2	AT2G44840	ATERF13
M01632	Solyc05g052030.1	ethylene response factor 4	AP2	AT5G07580	AT5G07580
M01632	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M01632	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01632	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M01632	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M01632	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M01632	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M01632	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01632	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01632	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01632	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M01632	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M01632	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M01632	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M01632	Solyc09g089930.3	ethylene responsive factor E.2	AP2	AT3G23240	ATERF1
M01632	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01632	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M01633	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M01633	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M01633	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M01633	Solyc01g090310.3	Ethylene-responsive transcription factor 13 (AHRD V3.3 *** A0A2G2XMR4_CAPBA)	AP2	AT2G44840	ATERF13
M01633	Solyc01g095500.3	Sl Cytokinin Response Factor 5	AP2	AT3G61630	CRF6
M01633	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M01633	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M01633	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M01633	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M01633	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M01633	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M01633	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01633	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M01633	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M01633	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M01633	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01633	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M01633	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M01633	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M01633	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M01633	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01633	Solyc08g078170.1	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01633	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01633	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M01633	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M01633	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M01634	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M01634	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M01634	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M01634	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M01634	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M01634	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M01634	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M01634	Solyc02g077370.1	Ethylene Response Factor  C.5	AP2	AT3G23240	ATERF1
M01634	Solyc02g090770.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3A6X8_CAPAN)	AP2	AT5G50080	ERF110
M01634	Solyc02g090790.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT4G34410	RRTF1
M01634	Solyc02g090800.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3D8S0_CAPCH)	AP2	AT5G50080	ERF110
M01634	Solyc03g005500.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT1G04370	ATERF14
M01634	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M01634	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M01634	Solyc03g093540.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** ERF5_TOBAC)	AP2	AT5G51190	AT5G51190
M01634	Solyc03g093550.1	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G3CVP7_CAPCH)	AP2	AT5G51190	AT5G51190
M01634	Solyc03g093560.1	ethylene response factor C.6	AP2	AT5G51190	AT5G51190
M01634	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01634	Solyc03g118190.4	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3CZ32_CAPCH)	AP2	AT5G61890	AT5G61890
M01634	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M01634	Solyc04g051360.3	Ethylene Response Factor D.1	AP2	AT5G64750	ABR1
M01634	Solyc04g071770.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GDL3_CAPAN)	AP2	AT5G50080	ERF110
M01634	Solyc05g052040.1	ripening regulated protein DDTFR10/A	AP2	AT5G51190	AT5G51190
M01634	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01634	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M01634	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M01634	Solyc06g068830.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8HB76_CAPAN)	AP2	AT5G61890	AT5G61890
M01634	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M01634	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M01634	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01634	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M01634	Solyc09g089910.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GJ51_CAPAN)	AP2	AT5G43410	AT5G43410
M01634	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M01634	Solyc10g050970.1	Ethylene Response Factor D.4	AP2	AT4G34410	RRTF1
M01634	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01634	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01634	Solyc12g042210.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3B398_CAPCH)	AP2	AT5G61890	AT5G61890
M01634	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M01634	Solyc12g056590.2	Ethylene Response Factor D.2	AP2	AT5G50080	ERF110
M01643	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M01643	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M01643	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M01643	Solyc05g051200.1	ethylene-responsive factor 1	AP2	AT3G23240	ATERF1
M01643	Solyc01g067540.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G3DID8_CAPCH)	AP2	AT5G18560	PUCHI
M01643	Solyc01g108240.3	Ethylene Response Factor D.3	AP2	AT4G34410	RRTF1
M01643	Solyc02g077360.1	Ethylene Response Factor B.2	AP2	AT4G18450	AT4G18450
M01643	Solyc02g077840.2	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G3D5H4_CAPCH)	AP2	AT1G28360	ATERF12
M01643	Solyc03g006320.1	Ethylene-responsive transcription factor 4 (AHRD V3.3 *-* A0A2G2VSG2_CAPBA)	AP2	AT3G15210	ATERF-4
M01643	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M01643	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01643	Solyc04g012050.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2XAK1_CAPBA)	AP2	AT5G64750	ABR1
M01643	Solyc04g014530.1	Ethylene Response Factor C.2	AP2	AT3G23240	ATERF1
M01643	Solyc04g072300.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A1U8GHV9_CAPAN)	AP2	AT1G28160	AT1G28160
M01643	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M01643	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01643	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M01643	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M01643	Solyc07g049490.3	Ethylene Response Factor F.3	AP2	AT3G20310	ATERF-7
M01643	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M01643	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01643	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M01643	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
M01643	Solyc09g089920.1	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2W1A3_CAPBA)	AP2	AT3G23230	AtERF98
M01643	Solyc11g006050.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01643	Solyc11g011740.1	Ethylene-responsive transcription factor (AHRD V3.3 *** F1DGA5_COFAR)	AP2	AT3G23240	ATERF1
M01643	Solyc11g011750.1	Ethylene-responsive transcription factor 1B (AHRD V3.3 *** A0A2G2Y507_CAPAN)	AP2	AT3G23240	ATERF1
M01643	Solyc11g045680.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT5G13910	LEP
M01643	Solyc11g045690.3	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2X995_CAPBA)	AP2	AT1G28160	AT1G28160
M01643	Solyc12g049560.2	Ethylene-responsive transcription factor (AHRD V3.3 *** A0A2G2ZB67_CAPAN)	AP2	AT3G14230	RAP2.2
M01644	Solyc03g123500.4	GCC box binding protein C.4	AP2	AT3G14230	RAP2.2
M01644	Solyc10g009110.1	ethylene response factor F.5	AP2	AT3G15210	ATERF-4
M01644	Solyc09g075420.3	ethylene response factor E.1	AP2	AT2G47520	AtERF71
M01644	Solyc01g065980.4	Ethylene Response Factor E.4	AP2	AT3G16770	ATEBP
M01644	Solyc03g007460.3	Solanum lycopersicum Cytokinin Response Factor 4	AP2	AT4G27950	CRF4
M01644	Solyc03g093610.1	ethylene response factor A.2	AP2	AT4G17500	ATERF-1
M01644	Solyc05g013540.1	LEAFLESS	AP2	AT1G24590	DRN-LIKE
M01644	Solyc05g052050.1	DNA-binding protein Pti4	AP2	AT4G17500	ATERF-1
M01644	Solyc06g051840.1	Solanum lycopersicum Cytokinin Response Factor 6	AP2	AT4G27950	CRF4
M01644	Solyc06g063070.3	Ethylene Response Factor  A.3	AP2	AT1G53910	RAP2.12
M01644	Solyc06g082590.1	DNA-binding protein Pti6	AP2	AT4G27950	CRF4
M01644	Solyc07g053740.1	Ethylene Response Factor F.4	AP2	AT3G15210	ATERF-4
M01644	Solyc08g007230.3	Ethylene-responsive transcription factor 2 (AHRD V3.3 *** A0A2G3DC56_CAPCH)	AP2	AT4G17500	ATERF-1
M01644	Solyc08g078190.2	Ethylene-responsive transcription factor 5 (AHRD V3.3 *** A0A2G2XL45_CAPBA)	AP2	AT5G47230	ATERF-5
M01644	Solyc08g081960.3	Solanum Lycopersicum Cytokinin Response Factor 2	AP2	AT4G23750	CRF2
M01644	Solyc09g066360.1	Ethylene Response Factor C.3	AP2	AT3G23240	ATERF1
